"Table 2.1b: Annual Mean Concentrations of PM2.5 in the UK at urban background monitoring sites, 2009 to 2024",,,,,
[z] is shorthand for 'Not Applicable',,,,,
Year,Site,Annual Mean PM2.5 concentration (µg/m3)[note 1],95% confidence interval for 'All sites' (+/-)[note 3],Data capture (%),Measurement Frequency[note 4]
2012,London Harrow Stanmore,12.2154738878143,[z],88.2855191256831,Hourly
2013,London Harrow Stanmore,13.4695431472081,[z],85.4566210045662,Hourly
2014,London Harrow Stanmore,12.6689158853823,[z],86.4497716894977,Hourly
2015,London Harrow Stanmore,10.8286747578767,[z],93.1164383561644,Hourly
2016,London Harrow Stanmore,11.1736795663683,[z],90.3119307832423,Hourly
2017,London Harrow Stanmore,15.8826542960871,[z],28.2990867579909,Hourly
2022,London Hillingdon,7.23334908456844,[z],65.4680365296804,Hourly
2023,London Hillingdon,7.73572122852436,[z],97.0091324200913,Hourly
2024,London Hillingdon,7.2698889015757,[z],99.7040072859745,Hourly
2019,London Honor Oak Park,9.93329674471731,[z],99.9429223744292,Hourly
2020,London Honor Oak Park,8.7264755499829,[z],99.8747723132969,Hourly
2021,London Honor Oak Park,8.64588512396694,[z],96.689497716895,Hourly
2022,London Honor Oak Park,8.01705249827308,[z],99.1552511415525,Hourly
2023,London Honor Oak Park,7.28632622894465,[z],99.6232876712329,Hourly
2024,London Honor Oak Park,6.70820859526803,[z],99.6015482695811,Hourly
2009,London N. Kensington,11.0895061728395,[z],88.7671232876712,Daily
2010,London N. Kensington,10.8421052631579,[z],88.4931506849315,Daily
2011,London N. Kensington,13.5537974683544,[z],86.5753424657534,Daily
2012,London N. Kensington,11.168115942029,[z],94.2622950819672,Daily
2013,London N. Kensington,11.6639942528736,[z],95.3424657534246,Daily
2014,London N. Kensington,10.4969972451791,[z],99.4520547945205,Daily
2015,London N. Kensington,8.72359116022099,[z],99.1780821917808,Daily
2016,London N. Kensington,7.84870143884892,[z],75.9562841530055,Daily
2009,London N. Kensington,13.8545132743363,[z],96.7465753424658,Hourly
2010,London N. Kensington,13.9594577942083,[z],92.6369863013699,Hourly
2011,London N. Kensington,16.3330426115126,[z],91.62100456621,Hourly
2012,London N. Kensington,14.6081028938907,[z],88.5132058287796,Hourly
2013,London N. Kensington,14.6885908440629,[z],95.7534246575343,Hourly
2014,London N. Kensington,15.8790683874796,[z],76.9520547945205,Hourly
2015,London N. Kensington,10.8578078962876,[z],96.8607305936073,Hourly
2016,London N. Kensington,12.155217338366,[z],93.4995446265938,Hourly
2017,London N. Kensington,11.6035741348825,[z],90.3881278538813,Hourly
2018,London N. Kensington,9.16243377483444,[z],99.9771689497717,Hourly
2019,London N. Kensington,9.57916164163705,[z],99.5776255707762,Hourly
2020,London N. Kensington,8.05113985374772,[z],99.6357012750455,Hourly
2021,London N. Kensington,8.64928062157221,[z],99.9086757990868,Hourly
2022,London N. Kensington,8.87044873579216,[z],98.4246575342466,Hourly
2023,London N. Kensington,7.65809042979943,[z],99.6004566210046,Hourly
2024,London N. Kensington,7.18557684836019,[z],99.6243169398907,Hourly
2009,London Teddington,13.2067452067452,[z],98.8356164383562,Hourly
2010,London Teddington,14.410119047619,[z],76.7123287671233,Hourly
2011,London Teddington,17.4229779937125,[z],79.8858447488584,Hourly
2012,London Teddington,13.6023773452978,[z],97.6889799635701,Hourly
2013,London Teddington,16.7884802835623,[z],51.5296803652968,Hourly
2013,London Teddington Bushy Park,11.2117727272727,[z],25.1141552511416,Hourly
2014,London Teddington Bushy Park,14.1366748920419,[z],37.0091324200913,Hourly
2015,London Teddington Bushy Park,9.67154956956401,[z],82.2146118721461,Hourly
2016,London Teddington Bushy Park,8.99532095901005,[z],88.3196721311475,Hourly
2017,London Teddington Bushy Park,10.419752383663,[z],80.2168949771689,Hourly
2018,London Teddington Bushy Park,11.3687158794208,[z],96.1872146118722,Hourly
2019,London Teddington Bushy Park,11.8218818916932,[z],93.1735159817352,Hourly
2020,London Teddington Bushy Park,7.77017808219178,[z],96.4025500910747,Hourly
2021,London Teddington Bushy Park,8.25196576763486,[z],99.041095890411,Hourly
2022,London Teddington Bushy Park,8.5175178592341,[z],97.4771689497717,Hourly
2023,London Teddington Bushy Park,8.49760472870567,[z],75.3196347031963,Hourly
2009,London Westminster,11.781976744186,[z],94.2465753424658,Daily
2010,London Westminster,12.6418439716312,[z],77.2602739726027,Daily
2011,London Westminster,12.6826347305389,[z],91.5068493150685,Daily
2012,London Westminster,11.6666666666667,[z],74.5901639344262,Daily
2013,London Westminster,11.7458620689655,[z],95.3424657534246,Daily
2014,London Westminster,11.1308011049724,[z],99.1780821917808,Daily
2015,London Westminster,9.59046242774567,[z],94.7945205479452,Daily
2016,London Westminster,9.66784036144578,[z],90.7103825136612,Daily
2017,London Westminster,9.2892005730659,[z],95.6164383561644,Daily
2018,London Westminster,8.41391379310345,[z],15.8904109589041,Daily
2018,London Westminster,11.7577044025157,[z],72.6027397260274,Hourly
2019,London Westminster,12.4537532677704,[z],91.7009132420091,Hourly
2020,London Westminster,11.3545650095602,[z],95.264116575592,Hourly
2021,London Westminster,10.525702247191,[z],81.2785388127854,Hourly
2022,London Westminster,8.90457007917766,[z],82.1803652968036,Hourly
2023,London Westminster,7.80613263608272,[z],96.0502283105023,Hourly
2009,Manchester Piccadilly,11.6213945673481,[z],81.5296803652968,Hourly
2010,Manchester Piccadilly,17.8996920369556,[z],25.9474885844749,Hourly
2011,Manchester Piccadilly,13.7333162546433,[z],89.12100456621,Hourly
2012,Manchester Piccadilly,14.0793127794775,[z],96.7440801457195,Hourly
2013,Manchester Piccadilly,12.5010095183155,[z],79.1552511415525,Hourly
2014,Manchester Piccadilly,11.8580545670225,[z],96.2328767123288,Hourly
2015,Manchester Piccadilly,10.4775497434614,[z],91.2214611872146,Hourly
2016,Manchester Piccadilly,10.205356900068,[z],83.7317850637523,Hourly
2017,Manchester Piccadilly,8.37209415190488,[z],94.0867579908676,Hourly
2018,Manchester Piccadilly,10.8586123825584,[z],94.7716894977169,Hourly
2019,Manchester Piccadilly,11.5030227948464,[z],92.1461187214612,Hourly
2020,Manchester Piccadilly,8.24158988363809,[z],95.8788706739526,Hourly
2021,Manchester Piccadilly,8.8213921140361,[z],99.3036529680365,Hourly
2022,Manchester Piccadilly,9.59007765746886,[z],98.0479452054795,Hourly
2023,Manchester Piccadilly,8.50459245439469,[z],82.6027397260274,Hourly
2024,Manchester Piccadilly,8.53569413813117,[z],78.4608378870674,Hourly
2024,Mansfield Ladybrook,8.84777215189873,[z],28.7795992714025,Hourly
2022,Middlesbrough,8.26315789473684,[z],93.6986301369863,Hourly
2023,Middlesbrough,6.70008239494644,[z],83.1278538812785,Hourly
2024,Middlesbrough,7.5126462816157,[z],90.4713114754098,Hourly
2023,Milton Keynes Civic Centre,6.31740090225564,[z],75.9132420091324,Hourly
2024,Milton Keynes Civic Centre,6.02201138069035,[z],91.0291438979964,Hourly
2009,Newcastle Centre,10.953937947494,[z],95.662100456621,Hourly
2010,Newcastle Centre,10.3917989748719,[z],91.3127853881278,Hourly
2011,Newcastle Centre,11.8109791258217,[z],98.9840182648402,Hourly
2012,Newcastle Centre,9.93880614247777,[z],98.5997267759563,Hourly
2013,Newcastle Centre,10.3833528584817,[z],97.4429223744292,Hourly
2014,Newcastle Centre,9.55097904026475,[z],82.7853881278539,Hourly
2015,Newcastle Centre,10.5015409139214,[z],64.4520547945205,Hourly
2016,Newcastle Centre,8.92535700981001,[z],91.6780510018215,Hourly
2017,Newcastle Centre,6.99427645611157,[z],97.4086757990868,Hourly
2018,Newcastle Centre,8.96537789972562,[z],91.5296803652968,Hourly
2019,Newcastle Centre,8.83276721311475,[z],94.0068493150685,Hourly
2020,Newcastle Centre,7.31576571079927,[z],93.2946265938069,Hourly
2021,Newcastle Centre,7.12352045001758,[z],97.4086757990868,Hourly
2022,Newcastle Centre,6.50093896713615,[z],97.2602739726027,Hourly
2023,Newcastle Centre,6.11819291819292,[z],93.4931506849315,Hourly
2024,Newcastle Centre,6.94844749940744,[z],96.0610200364299,Hourly
2009,Newport,11.8787948482061,[z],99.2694063926941,Hourly
2010,Newport,14.8036214953271,[z],97.7168949771689,Hourly
2011,Newport,16.7881957415017,[z],61.1187214611872,Hourly
2012,Newport,9.70500545388438,[z],93.9321493624772,Hourly
2013,Newport,12.9529028829547,[z],85.9246575342466,Hourly
2014,Newport,12.0209778420039,[z],94.7945205479452,Hourly
2015,Newport,9.56815843005863,[z],95.3995433789954,Hourly
2016,Newport,10.1842559309849,[z],95.0136612021858,Hourly
2017,Newport,11.7827188940092,[z],54.4977168949772,Hourly
2018,Newport,8.09805139530215,[z],56.8607305936073,Hourly
2019,Newport,9.5104680778032,[z],99.7716894977169,Hourly
2020,Newport,7.95075509720247,[z],96.0382513661202,Hourly
2021,Newport,7.16919901635594,[z],99.8059360730594,Hourly
2022,Newport,7.43198987574781,[z],99.2237442922374,Hourly
2023,Newport,7.28537073114829,[z],99.6118721461187,Hourly
2024,Newport,6.90904728267062,[z],99.9203096539162,Hourly
2009,Northampton,9.21551724137931,[z],95.3424657534246,Daily
2010,Northampton,8.96996996996997,[z],91.2328767123288,Daily
2011,Northampton,9.96610169491525,[z],96.986301369863,Daily
2012,Northampton,10.2513966480447,[z],48.9071038251366,Daily
2012,Northampton Kingsthorpe,6.34375,[z],43.7158469945355,Daily
2013,Northampton Kingsthorpe,8.73230769230769,[z],96.1643835616438,Daily
2014,Northampton Kingsthorpe,8.05028735632184,[z],95.3424657534246,Daily
2015,Northampton Kingsthorpe,6.79437673130194,[z],98.9041095890411,Daily
2016,Northampton Kingsthorpe,7.09218181818182,[z],99.1803278688525,Daily
2017,Northampton Kingsthorpe,10.842125,[z],21.9178082191781,Daily
2017,Northampton Spring Park,9.86596359925157,[z],67.1118721461187,Hourly
2018,Northampton Spring Park,10.9952729851099,[z],96.5981735159817,Hourly
2019,Northampton Spring Park,11.5474469573327,[z],97.9223744292238,Hourly
2020,Northampton Spring Park,10.3202121390689,[z],96.5960837887067,Hourly
2021,Northampton Spring Park,10.1014073986805,[z],96.8949771689498,Hourly
2022,Northampton Spring Park,8.16826768507638,[z],97.1461187214612,Hourly
2023,Northampton Spring Park,6.9940713469595,[z],89.9200913242009,Hourly
2024,Northampton Spring Park,6.9950342870655,[z],96.2887067395264,Hourly
2009,Norwich Lakenfields,11.5878514056225,[z],22.7397260273973,Hourly
2010,Norwich Lakenfields,12.6456529691501,[z],93.6187214611872,Hourly
2011,Norwich Lakenfields,14.1373072720651,[z],94.0296803652968,Hourly
2012,Norwich Lakenfields,13.837122579093,[z],94.6379781420765,Hourly
2013,Norwich Lakenfields,13.233691164327,[z],96.7694063926941,Hourly
2014,Norwich Lakenfields,12.0173726052391,[z],87.5913242009132,Hourly
2015,Norwich Lakenfields,11.9556117290192,[z],90.3196347031964,Hourly
2016,Norwich Lakenfields,10.8834742057709,[z],78.1193078324226,Hourly
2017,Norwich Lakenfields,12.0317318035138,[z],95.513698630137,Hourly
2018,Norwich Lakenfields,10.243813050696,[z],89.3949771689498,Hourly
2019,Norwich Lakenfields,10.3342949260042,[z],97.1917808219178,Hourly
2020,Norwich Lakenfields,8.28805229431285,[z],99.4877049180328,Hourly
2021,Norwich Lakenfields,8.54926461286166,[z],97.4543378995434,Hourly
2022,Norwich Lakenfields,8.89252489748096,[z],97.4315068493151,Hourly
2023,Norwich Lakenfields,7.57413554833273,[z],94.8287671232877,Hourly
2024,Norwich Lakenfields,7.20708783154956,[z],97.8597449908925,Hourly
2009,Nottingham Centre,14.0573472204794,[z],90.9703196347032,Hourly
2010,Nottingham Centre,15.8605797967723,[z],76.3926940639269,Hourly
2011,Nottingham Centre,13.2150119241873,[z],90.9474885844749,Hourly
2012,Nottingham Centre,11.5705071455672,[z],90.0159380692168,Hourly
2013,Nottingham Centre,12.2348961978073,[z],97.8767123287671,Hourly
2014,Nottingham Centre,12.2112328422113,[z],90.6506849315069,Hourly
2015,Nottingham Centre,11.4979541397776,[z],83.1392694063927,Hourly
2016,Nottingham Centre,11.9203631185475,[z],95.9357923497268,Hourly
2017,Nottingham Centre,11.57337995338,[z],97.9452054794521,Hourly
2018,Nottingham Centre,9.98720316622691,[z],95.1826484018265,Hourly
2019,Nottingham Centre,10.8331061905321,[z],97.1803652968036,Hourly
2020,Nottingham Centre,8.69906079688573,[z],99.4307832422586,Hourly
2021,Nottingham Centre,8.39268936170213,[z],99.2579908675799,Hourly
2022,Nottingham Centre,10.4306326436782,[z],99.3150684931507,Hourly
2023,Nottingham Centre,10.4730114351058,[z],99.8287671232877,Hourly
2024,Nottingham Kenmore Gardens,8.36639378820007,[z],91.2682149362477,Hourly
2009,Oxford St Ebbes,11.4381968588898,[z],95.2168949771689,Hourly
2010,Oxford St Ebbes,14.3459985751603,[z],96.1415525114155,Hourly
2011,Oxford St Ebbes,11.7511808835788,[z],82.1689497716895,Hourly
2012,Oxford St Ebbes,11.7034785067873,[z],80.5100182149363,Hourly
2013,Oxford St Ebbes,13.7434205721242,[z],93.7785388127854,Hourly
2014,Oxford St Ebbes,9.60855841708543,[z],72.6940639269406,Hourly
2015,Oxford St Ebbes,10.1105296745373,[z],89.4406392694064,Hourly
2016,Oxford St Ebbes,14.1796875,[z],12.3861566484517,Hourly
2017,Oxford St Ebbes,10.8530668777206,[z],86.541095890411,Hourly
2018,Oxford St Ebbes,9.66468423551757,[z],96.1643835616438,Hourly
2019,Oxford St Ebbes,8.93580951812977,[z],95.7077625570776,Hourly
2020,Oxford St Ebbes,6.72151412300683,[z],99.9544626593807,Hourly
2021,Oxford St Ebbes,7.12512602833638,[z],99.9086757990868,Hourly
2022,Oxford St Ebbes,7.48292472012794,[z],99.9315068493151,Hourly
2023,Oxford St Ebbes,5.95510416904626,[z],99.9429223744292,Hourly
2024,Oxford St Ebbes,5.56219761713827,[z],99.3738615664845,Hourly
2024,Peterborough Garton End,7.72588544043816,[z],24.9430783242259,Hourly
2009,Plymouth Centre,10.4877916440586,[z],21.0388127853881,Hourly
2010,Plymouth Centre,11.0213284582572,[z],93.6643835616438,Hourly
2011,Plymouth Centre,10.5908259462502,[z],81.1301369863014,Hourly
2012,Plymouth Centre,12.0102745494357,[z],67.5887978142077,Hourly
2013,Plymouth Centre,12.0067428427926,[z],90.9132420091324,Hourly
2014,Plymouth Centre,11.7297817127156,[z],74.7831050228311,Hourly
2015,Plymouth Centre,11.331393920786,[z],74.3607305936073,Hourly
2016,Plymouth Centre,10.7039119804401,[z],88.4676684881603,Hourly
2017,Plymouth Centre,9.1609040634768,[z],94.9543378995434,Hourly
2018,Plymouth Centre,9.91576737868873,[z],92.4543378995434,Hourly
2019,Plymouth Centre,11.1231899771112,[z],94.7602739726027,Hourly
2020,Plymouth Centre,9.21603166749134,[z],92.0309653916211,Hourly
2021,Plymouth Centre,8.03675558444628,[z],96.5867579908676,Hourly
2022,Plymouth Centre,9.09694004823705,[z],99.3949771689498,Hourly
2023,Plymouth Centre,8.36928923920494,[z],99.9315068493151,Hourly
2024,Plymouth Centre,7.97598005925251,[z],99.9089253187614,Hourly
2009,Portsmouth,11.267669356811,[z],93.3561643835616,Hourly
2010,Portsmouth,12.1477637001984,[z],74.7831050228311,Hourly
2011,Portsmouth,15.8391930155734,[z],96.7579908675799,Hourly
2012,Portsmouth,13.5925565555826,[z],93.6020036429873,Hourly
2013,Portsmouth,13.9364607355262,[z],94.0525114155251,Hourly
2014,Portsmouth,14.1449713716704,[z],91.7123287671233,Hourly
2015,Portsmouth,10.3956961400913,[z],92.5684931506849,Hourly
2016,Portsmouth,11.6262105395548,[z],90.5168488160291,Hourly
2017,Portsmouth,11.1449885583524,[z],74.8287671232877,Hourly
2018,Portsmouth,12.3776881015769,[z],55.7420091324201,Hourly
2019,Portsmouth,8.91467488899852,[z],92.5570776255708,Hourly
2020,Portsmouth,9.39373909830007,[z],15.4030054644809,Hourly
2021,Portsmouth,7.82884994602375,[z],63.4474885844749,Hourly
2022,Portsmouth,9.25929809165622,[z],81.9520547945205,Hourly
2023,Portsmouth,8.49485485896997,[z],99.9657534246575,Hourly
2024,Portsmouth,7.60895578817734,[z],92.4408014571949,Hourly
2009,Preston,11.8630843958713,[z],75.2054794520548,Hourly
2010,Preston,11.3523856249233,[z],93.0707762557078,Hourly
2011,Preston,11.4391062895519,[z],88.3904109589041,Hourly
2012,Preston,11.1240300375469,[z],90.9608378870674,Hourly
2013,Preston,11.625837128315,[z],85.2283105022831,Hourly
2014,Preston,12.122389808171,[z],77.9566210045662,Hourly
2015,Preston,9.95374167093798,[z],89.0867579908676,Hourly
2016,Preston,9.75818203393853,[z],95.9357923497268,Hourly
2017,Preston,8.64757045675413,[z],93.972602739726,Hourly
2018,Preston,9.27939596514265,[z],95.6278538812785,Hourly
2019,Preston,9.38305829228243,[z],97.3287671232877,Hourly
2020,Preston,7.36004695911121,[z],99.3966302367942,Hourly
2021,Preston,7.5242334174891,[z],99.4748858447489,Hourly
2022,Preston,7.86338621556749,[z],99.8744292237443,Hourly
2023,Preston,6.85901451594468,[z],99.8744292237443,Hourly
2024,Preston,6.87617748917749,[z],99.931693989071,Hourly
2009,Reading New Town,12.2952787717881,[z],98.8926940639269,Hourly
2010,Reading New Town,13.3648249683678,[z],81.1986301369863,Hourly
2011,Reading New Town,13.815465519302,[z],95.513698630137,Hourly
2012,Reading New Town,12.2605961807173,[z],97.7686703096539,Hourly
2013,Reading New Town,9.91568677141409,[z],90.0913242009132,Hourly
2014,Reading New Town,9.83195973576596,[z],72.5799086757991,Hourly
2015,Reading New Town,7.42087133941431,[z],95.1141552511416,Hourly
2016,Reading New Town,8.74168712052706,[z],88.1261384335155,Hourly
2017,Reading New Town,9.66620782068461,[z],93.7100456621005,Hourly
2018,Reading New Town,9.11457212713936,[z],93.37899543379,Hourly
2019,Reading New Town,9.51360911270983,[z],38.0821917808219,Hourly
2020,Reading New Town,8.49102876645539,[z],93.3970856102004,Hourly
2021,Reading New Town,7.63495925069943,[z],93.8470319634703,Hourly
2022,Reading New Town,8.28412641621944,[z],95.7191780821918,Hourly
2023,Reading New Town,7.34754004576659,[z],89.7945205479452,Hourly
2024,Reading New Town,6.66902609091945,[z],99.9203096539162,Hourly
2024,Rotherham East Dene,10.0540555335184,[z],28.6999089253188,Hourly
2009,Salford Eccles,13.9897211720227,[z],96.62100456621,Hourly
2010,Salford Eccles,14.9867426589022,[z],92.134703196347,Hourly
2011,Salford Eccles,16.0734477862398,[z],88.4360730593607,Hourly
2012,Salford Eccles,12.776967043658,[z],93.6133879781421,Hourly
2013,Salford Eccles,15.0308720930233,[z],98.1735159817352,Hourly
2014,Salford Eccles,15.4839403774492,[z],94.9657534246575,Hourly
2015,Salford Eccles,10.5862222743809,[z],97.2716894977169,Hourly
2016,Salford Eccles,10.4616930050227,[z],92.9303278688525,Hourly
2017,Salford Eccles,10.7097888675624,[z],95.1598173515982,Hourly
2018,Salford Eccles,10.5616270861833,[z],83.4474885844749,Hourly
2019,Salford Eccles,9.45349543066027,[z],99.9315068493151,Hourly
2020,Salford Eccles,8.3293622379216,[z],99.9089253187614,Hourly
2021,Salford Eccles,8.86234757769653,[z],99.9086757990868,Hourly
2022,Salford Eccles,9.73814450536897,[z],99.9315068493151,Hourly
2023,Salford Eccles,8.62770061728395,[z],99.8630136986301,Hourly
2024,Salford Eccles,9.07682150611359,[z],99.6243169398907,Hourly
2009,Sheffield Centre,14.0369264186804,[z],84.0867579908676,Hourly
2010,Sheffield Centre,15.7243656586722,[z],98.527397260274,Hourly
2011,Sheffield Centre,17.3721509038512,[z],87.1461187214612,Hourly
2012,Sheffield Centre,16.237658674189,[z],96.8579234972678,Hourly
2013,Sheffield Centre,16.8915958451369,[z],60.4452054794521,Hourly
2013,Sheffield Devonshire Green,8.96023489932886,[z],13.6073059360731,Hourly
2014,Sheffield Devonshire Green,12.330833863781,[z],89.6689497716895,Hourly
2015,Sheffield Devonshire Green,9.28679542767048,[z],57.9223744292237,Hourly
2016,Sheffield Devonshire Green,9.50433629395304,[z],93.5678506375228,Hourly
2017,Sheffield Devonshire Green,8.93820255164034,[z],93.9497716894977,Hourly
2018,Sheffield Devonshire Green,11.6355282147316,[z],91.4383561643836,Hourly
2019,Sheffield Devonshire Green,10.4403630498534,[z],97.3173515981735,Hourly
2020,Sheffield Devonshire Green,8.10878836704377,[z],99.6243169398907,Hourly
2021,Sheffield Devonshire Green,7.47601617157931,[z],99.5319634703196,Hourly
2022,Sheffield Devonshire Green,7.98089824602161,[z],98.2762557077626,Hourly
2023,Sheffield Devonshire Green,7.15316645591447,[z],99.3036529680365,Hourly
2024,Sheffield Devonshire Green,7.51634047402005,[z],99.9089253187614,Hourly
2022,Sheffield Tinsley,6.90445947863096,[z],64.3721461187215,Hourly
2023,Sheffield Tinsley,7.29610657622442,[z],99.2922374429224,Hourly
2024,Sheffield Tinsley,7.38476891522334,[z],99.9089253187614,Hourly
2024,Shrewsbury Underdale,6.70455555555556,[z],21.9262295081967,Hourly
2009,Southampton Centre,13.4039275634995,[z],97.0776255707763,Hourly
2010,Southampton Centre,13.2917361637604,[z],75.2853881278539,Hourly
2011,Southampton Centre,15.8433615116857,[z],91.8264840182648,Hourly
2012,Southampton Centre,14.5360179499291,[z],96.4025500910747,Hourly
2013,Southampton Centre,15.0105715969358,[z],96.8607305936073,Hourly
2014,Southampton Centre,14.6720880681818,[z],96.4383561643836,Hourly
2015,Southampton Centre,9.96042547738049,[z],89.0753424657534,Hourly
2016,Southampton Centre,10.6843676814988,[z],38.8888888888889,Hourly
2017,Southampton Centre,11.1524945491856,[z],89.0068493150685,Hourly
2018,Southampton Centre,11.8796396159411,[z],86.7922374429224,Hourly
2019,Southampton Centre,9.62792751409774,[z],97.1689497716895,Hourly
2020,Southampton Centre,8.99273121850664,[z],99.408014571949,Hourly
2021,Southampton Centre,9.07247537572254,[z],98.7442922374429,Hourly
2022,Southampton Centre,9.31704837230628,[z],99.5890410958904,Hourly
2023,Southampton Centre,8.25673211428571,[z],99.8858447488584,Hourly
2024,Southampton Centre,6.9344385325282,[z],99.9203096539162,Hourly
2009,Southend-on-Sea,13.234821876568,[z],91.0045662100457,Hourly
2010,Southend-on-Sea,14.2272780169906,[z],98.0936073059361,Hourly
2011,Southend-on-Sea,12.534027519524,[z],61.3926940639269,Hourly
2012,Southend-on-Sea,9.91217183770883,[z],71.5505464480874,Hourly
2013,Southend-on-Sea,10.6367280747276,[z],87.9908675799087,Hourly
2014,Southend-on-Sea,11.8065903510289,[z],66.0159817351598,Hourly
2015,Southend-on-Sea,10.6242828837431,[z],95.6392694063927,Hourly
2016,Southend-on-Sea,11.7270277109958,[z],89.9704007285975,Hourly
2017,Southend-on-Sea,12.3038575667656,[z],84.634703196347,Hourly
2018,Southend-on-Sea,12.4737513786041,[z],72.4543378995434,Hourly
2019,Southend-on-Sea,10.6645504672897,[z],97.7168949771689,Hourly
2020,Southend-on-Sea,8.47000102564103,[z],99.8975409836066,Hourly
2021,Southend-on-Sea,8.92874977053694,[z],99.4977168949772,Hourly
2022,Southend-on-Sea,8.79714233241506,[z],99.4520547945205,Hourly
2023,Southend-on-Sea,7.75691790272508,[z],99.2808219178082,Hourly
2024,Southend-on-Sea,7.23840709074327,[z],99.8633879781421,Hourly
2009,Stoke-on-Trent Centre,14.8139886139189,[z],98.2534246575343,Hourly
2010,Stoke-on-Trent Centre,16.5195035460993,[z],96.5753424657534,Hourly
2011,Stoke-on-Trent Centre,16.4347303951003,[z],95.0570776255708,Hourly
2012,Stoke-on-Trent Centre,14.50794070937,[z],86.0200364298725,Hourly
2013,Stoke-on-Trent Centre,13.783927940657,[z],96.9520547945205,Hourly
2014,Stoke-on-Trent Centre,13.3542197253433,[z],91.4383561643836,Hourly
2015,Stoke-on-Trent Centre,11.6913246497911,[z],92.8995433789954,Hourly
2016,Stoke-on-Trent Centre,11.666523860526,[z],95.6625683060109,Hourly
2017,Stoke-on-Trent Centre,8.65904449307075,[z],93.9041095890411,Hourly
2018,Stoke-on-Trent Centre,9.44700210161948,[z],92.3401826484018,Hourly
2019,Stoke-on-Trent Centre,9.46984598266573,[z],97.4657534246575,Hourly
2020,Stoke-on-Trent Centre,7.4315121038475,[z],97.3474499089253,Hourly
2021,Stoke-on-Trent Centre,8.13418259365994,[z],99.0296803652968,Hourly
2022,Stoke-on-Trent Centre,8.56532679738562,[z],99.5547945205479,Hourly
2023,Stoke-on-Trent Centre,7.69874380070849,[z],99.8972602739726,Hourly
2024,Stoke-on-Trent Centre,7.25555682206771,[z],99.8747723132969,Hourly
2009,Sunderland Silksworth,9.9437984496124,[z],64.7945205479452,Hourly
2010,Sunderland Silksworth,10.7913116524661,[z],95.1255707762557,Hourly
2011,Sunderland Silksworth,14.8939912643135,[z],96.7009132420091,Hourly
2012,Sunderland Silksworth,9.6529702970297,[z],68.9890710382514,Hourly
2013,Sunderland Silksworth,9.07630385487528,[z],90.6164383561644,Hourly
2014,Sunderland Silksworth,10.2463006806748,[z],77.1461187214612,Hourly
2015,Sunderland Silksworth,7.10353110737449,[z],95.0456621004566,Hourly
2016,Sunderland Silksworth,8.02626953125,[z],93.2604735883424,Hourly
2017,Sunderland Silksworth,7.18114108082257,[z],95.4794520547945,Hourly
2018,Sunderland Silksworth,8.43539318728631,[z],90.148401826484,Hourly
2019,Sunderland Silksworth,9.39820064377682,[z],85.1141552511416,Hourly
2020,Sunderland Silksworth,6.41365534591195,[z],99.5560109289617,Hourly
2021,Sunderland Silksworth,6.37653329473075,[z],98.5730593607306,Hourly
2022,Sunderland Silksworth,7.60438290048265,[z],99.337899543379,Hourly
2023,Sunderland Silksworth,5.73469651022864,[z],94.8630136986301,Hourly
2024,Sunderland Silksworth,6.69155190883191,[z],99.8975409836066,Hourly
2022,Swindon Walcot,6.85082185321853,[z],55.6849315068493,Hourly
2023,Swindon Walcot,6.68480220158239,[z],99.5547945205479,Hourly
2024,Swindon Walcot,6.29452986111111,[z],98.3606557377049,Hourly
2022,Telford Hollinswood,6.1173484813355,[z],49.2351598173516,Hourly
2023,Telford Hollinswood,6.14543139281203,[z],99.4178082191781,Hourly
2024,Telford Hollinswood,6.00094082029019,[z],99.6470856102004,Hourly
2023,Thurrock,8.08637852481221,[z],92.7054794520548,Hourly
2024,Thurrock,7.54941078790655,[z],99.408014571949,Hourly
2022,Warrington,7.19442783690063,[z],95.4680365296804,Hourly
2023,Warrington,7.05420877788555,[z],94.1552511415525,Hourly
2024,Warrington,8.24398418491484,[z],93.5792349726776,Hourly
2009,Wigan Centre,14.3990343652371,[z],80.3881278538813,Hourly
2010,Wigan Centre,19.7625719289467,[z],45.6278538812785,Hourly
2012,Wigan Centre,9,[z],74.077868852459,Hourly
2013,Wigan Centre,12.8092948717949,[z],96.1643835616438,Hourly
2014,Wigan Centre,14.2466323466323,[z],79.8287671232877,Hourly
2015,Wigan Centre,10.7642867901792,[z],75.7876712328767,Hourly
2016,Wigan Centre,10.5886758963436,[z],64.1393442622951,Hourly
2017,Wigan Centre,10.1252115700392,[z],90.3767123287671,Hourly
2018,Wigan Centre,11.6258557367416,[z],77.7054794520548,Hourly
2019,Wigan Centre,9.55629313212928,[z],96.0730593607306,Hourly
2020,Wigan Centre,7.98350507353779,[z],99.8520036429873,Hourly
2021,Wigan Centre,8.38000159963437,[z],99.9086757990868,Hourly
2022,Wigan Centre,9.10484792047532,[z],99.9086757990868,Hourly
2023,Wigan Centre,7.53758070416095,[z],99.8630136986301,Hourly
2024,Wigan Centre,7.50350997679814,[z],98.1329690346084,Hourly
2009,Wirral Tranmere,8.50624455416788,[z],78.6073059360731,Hourly
2010,Wirral Tranmere,8.92143467122118,[z],93.5730593607306,Hourly
2011,Wirral Tranmere,10.0832743571597,[z],96.7808219178082,Hourly
