Daily data from Defra on 03/07/2026 18:07:31
Site Name,London Bloomsbury
Site Type,Urban Background
Region,Greater London
Latitude,51.52229
Longitude,-0.125889
Notes:,[1] All Data GMT hour ending;  [2] Some shorthand is used V = Verified P = Provisionally Verified N = Not Verified S = Suspect [3] Unit of measurement (for pollutants) = ugm-3
Date,Nitrogen dioxide,Status,Ozone,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Sulphur dioxide,Status
2024-01-15,46.482142083333333333333333333,V,30.283874210526315789473684211,V,11.277083333333333333333333333,V,5.3518333333333333333333333333,V,0.7196579166666666666666666667,V
2024-01-16,45.114705,V,30.090029583333333333333333333,V,16.38125,V,9.765208333333333333333333333,V,1.1169058333333333333333333333,V
2024-01-17,54.980730416666666666666666667,V,19.54053875,V,19.132291666666666666666666667,V,10.84025,V,1.8358270833333333333333333333,V
2024-01-18,59.480557916666666666666666667,V,19.581420416666666666666666667,V,16.508333333333333333333333333,V,9.28275,V,1.9516808333333333333333333333,V
2024-01-19,51.620844166666666666666666667,V,21.387253333333333333333333333,V,16.352083333333333333333333333,V,10.807875,V,1.0105191666666666666666666667,V
2024-01-20,21.392309166666666666666666667,V,53.316374166666666666666666667,V,12.208333333333333333333333333,V,7.0185,V,0.5749429166666666666666666667,V
2024-01-21,10.368863333333333333333333333,V,64.810357916666666666666666667,V,15.530208333333333333333333333,V,9.282791666666666666666666667,V,0.9921745833333333333333333333,V
2024-01-22,16.729212083333333333333333333,V,66.85941625,V,15.173958333333333333333333333,V,7.648375,V,1.48294875,V
2024-01-23,16.110874583333333333333333333,V,54.46459375,V,11.128125,V,5.8372083333333333333333333333,V,0.7724495833333333333333333333,V
2024-01-24,23.152399583333333333333333333,V,62.947012916666666666666666667,V,26.760416666666666666666666667,V,13.958458333333333333333333333,V,0.7883420833333333333333333333,V
2024-01-25,23.32823125,V,42.706594583333333333333333333,V,12.84375,V,7.735875,V,0.80699625,V
2024-01-26,33.148052916666666666666666667,V,47.347983333333333333333333333,V,11.853125,V,5.7546666666666666666666666667,V,0.7835125,V
2024-01-27,29.822522916666666666666666667,V,40.054670416666666666666666667,V,15.239583333333333333333333333,V,8.808958333333333333333333333,V,0.81868375,V
2024-01-28,33.476149166666666666666666667,V,25.726515,V,14.804166666666666666666666667,V,10.677125,V,0.8126104166666666666666666667,V
2024-01-29,25.705242916666666666666666667,V,28.619587083333333333333333333,V,21.947916666666666666666666667,V,14.882166666666666666666666667,V,0.24774125,V
2024-01-30,29.547557083333333333333333333,V,42.26657125,V,8.190625,V,4.3189583333333333333333333333,V,0.8628683333333333333333333333,V
2024-01-31,16.94624625,V,58.216233333333333333333333333,V,8.992708333333333333333333333,V,5.58575,V,0.8421116666666666666666666667,V
2024-02-01,33.698419166666666666666666667,V,47.708318333333333333333333333,V,17.078125,V,8.301041666666666666666666667,V,0.7643770833333333333333333333,V
2024-02-02,19.954629166666666666666666667,V,54.43618375,V,6.7395833333333333333333333333,V,3.8188333333333333333333333333,V,0.4172766666666666666666666667,V
2024-02-03,18.070573333333333333333333333,V,57.99033125,V,5.959375,V,2.9992083333333333333333333333,V,0.94248625,V
2024-02-04,14.121864166666666666666666667,V,59.453151666666666666666666667,V,9.795833333333333333333333333,V,4.64825,V,1.2344883333333333333333333333,V
2024-02-05,10.477002916666666666666666667,V,65.226821666666666666666666667,V,21.755208333333333333333333333,V,9.279791666666666666666666667,V,1.2506554166666666666666666667,V
2024-02-06,9.390984583333333333333333333,V,67.036118333333333333333333333,V,20.813541666666666666666666667,V,9.61375,V,0.6527516666666666666666666667,V
2024-02-07,33.622461818181818181818181818,V,45.781660454545454545454545455,V,13.45625,V,6.639125,V,0.8515795238095238095238095238,V
2024-02-08,35.087847083333333333333333333,V,33.28661375,V,11.959375,V,7.3359583333333333333333333333,V,1.6836908695652173913043478261,V
2024-02-09,17.10696125,V,65.9357125,V,11.33125,V,6.9282083333333333333333333333,V,0.6066354166666666666666666667,V
2024-02-10,22.322570833333333333333333333,V,53.32261,V,9.000,V,5.8255,V,1.6455220833333333333333333333,V
2024-02-11,38.720005416666666666666666667,V,33.603985416666666666666666667,V,11.417708333333333333333333333,V,7.5825416666666666666666666667,V,1.25964875,V
2024-02-12,27.03641125,V,50.69493875,V,8.683333333333333333333333333,V,4.3102083333333333333333333333,V,1.10791375,V
2024-02-13,20.66577625,V,59.868229583333333333333333333,V,7.4916666666666666666666666667,V,4.0969583333333333333333333333,V,0.5569941666666666666666666667,V
2024-02-14,15.497013,V,57.4038165,V,6.6173913043478260869565217391,V,4.1622173913043478260869565217,V,0.380378,V
2024-02-15,20.764484583333333333333333333,V,42.779355,V,9.273958333333333333333333333,V,5.3921666666666666666666666667,V,1.2004654166666666666666666667,V
2024-02-16,32.241387916666666666666666667,V,46.8123325,V,9.421875,V,5.205375,V,1.3067425,V
2024-02-17,16.647560416666666666666666667,V,58.619532083333333333333333333,V,7.7666666666666666666666666667,V,4.9439583333333333333333333333,V,0.9795954166666666666666666667,V
2024-02-18,26.668495833333333333333333333,V,48.990971666666666666666666667,V,5.246875,V,3.1389166666666666666666666667,V,0.8585329166666666666666666667,V
2024-02-19,34.990022083333333333333333333,V,40.92848125,V,11.920833333333333333333333333,V,6.920375,V,0.52676375,V
2024-02-20,17.224958333333333333333333333,V,53.955275416666666666666666667,V,13.977083333333333333333333333,V,7.987375,V,0.73377125,V
2024-02-21,16.218274166666666666666666667,V,65.222665,V,7.2927083333333333333333333333,V,4.183375,V,1.6255720833333333333333333333,V
2024-02-22,25.091614166666666666666666667,V,60.806485416666666666666666667,V,6.16875,V,3.5034166666666666666666666667,V,1.7512554166666666666666666667,V
2024-02-23,19.260312916666666666666666667,V,59.906341666666666666666666667,V,6.6666666666666666666666666667,V,3.668375,V,0.76704125,V
2024-02-24,32.852441666666666666666666667,V,40.976988333333333333333333333,V,11.21875,V,7.7241666666666666666666666667,V,0.774435,V
2024-02-25,40.1992475,V,31.763506666666666666666666667,V,15.017708333333333333333333333,V,11.378708333333333333333333333,V,1.4509083333333333333333333333,V
2024-02-26,19.4849575,V,61.8660075,V,8.151041666666666666666666667,V,4.3190416666666666666666666667,V,1.6144833333333333333333333333,V
2024-02-27,30.122540833333333333333333333,V,44.288603333333333333333333333,V,9.38125,V,5.4864166666666666666666666667,V,0.694035,V
2024-02-28,no data,V,no data,V,8.300,V,5.4335238095238095238095238095,V,no data,V
2024-02-29,no data,V,no data,V,5.2958333333333333333333333333,V,3.071,V,no data,V
2024-03-01,17.382977916666666666666666667,V,67.66116125,V,7.240625,V,3.8365,V,1.2075508333333333333333333333,V
2024-03-02,18.024145416666666666666666667,V,66.686177916666666666666666667,V,7.1864583333333333333333333333,V,4.2492083333333333333333333333,V,0.5413483333333333333333333333,V
2024-03-03,37.586036666666666666666666667,V,40.236224166666666666666666667,V,10.108333333333333333333333333,V,6.9929583333333333333333333333,V,1.3597466666666666666666666667,V
2024-03-04,28.143506666666666666666666667,V,51.8272225,V,9.263541666666666666666666667,V,5.34975,V,1.2139304166666666666666666667,V
2024-03-05,33.808353333333333333333333333,V,38.934167083333333333333333333,V,10.7625,V,6.6746666666666666666666666667,V,1.0252791666666666666666666667,V
2024-03-06,40.496526666666666666666666667,V,28.134309565217391304347826087,V,24.935869565217391304347826087,V,19.859565217391304347826086957,V,0.5687084210526315789473684211,V
2024-03-07,45.714646666666666666666666667,V,27.766564166666666666666666667,V,37.471875,V,29.754458333333333333333333333,V,1.4124152173913043478260869565,V
2024-03-08,40.8307025,V,26.978677916666666666666666667,V,37.648958333333333333333333333,V,27.063833333333333333333333333,V,1.9772370833333333333333333333,V
2024-03-09,47.487130416666666666666666667,V,29.121976666666666666666666667,V,19.757291666666666666666666667,V,13.160416666666666666666666667,V,1.7841720833333333333333333333,V
2024-03-10,41.318155833333333333333333333,V,25.74175875,V,16.64375,V,14.021291666666666666666666667,V,0.8023695833333333333333333333,V
2024-03-11,38.068816666666666666666666667,V,22.730885416666666666666666667,V,42.019791666666666666666666667,V,33.765875,V,1.0924358333333333333333333333,V
2024-03-12,25.189440416666666666666666667,V,36.47627,V,11.819791666666666666666666667,V,8.970083333333333333333333333,V,0.6830745833333333333333333333,V
2024-03-13,14.256576666666666666666666667,V,55.130520833333333333333333333,V,7.59375,V,4.308125,V,0.5563704166666666666666666667,V
2024-03-14,16.565508333333333333333333333,V,49.269537916666666666666666667,V,9.426041666666666666666666667,V,5.8245,V,0.50899375,V
2024-03-15,14.95461125,V,65.206725416666666666666666667,V,10.452083333333333333333333333,V,6.2294166666666666666666666667,V,1.4222383333333333333333333333,V
2024-03-16,18.69471,V,55.271881666666666666666666667,V,6.9291666666666666666666666667,V,4.1314166666666666666666666667,V,0.8083633333333333333333333333,V
2024-03-17,14.68306,V,50.737902083333333333333333333,V,7.5302083333333333333333333333,V,5.338125,V,0.86046,V
2024-03-18,13.82108375,V,62.144575,V,9.017708333333333333333333333,V,5.4854583333333333333333333333,V,0.74191875,V
2024-03-19,13.893330416666666666666666667,V,61.137023333333333333333333333,V,6.4979166666666666666666666667,V,3.8462916666666666666666666667,V,0.5393858333333333333333333333,V
2024-03-20,26.479071666666666666666666667,V,49.449011666666666666666666667,V,11.954166666666666666666666667,V,7.2495833333333333333333333333,V,0.5996870833333333333333333333,V
2024-03-21,19.616745833333333333333333333,V,47.07149625,V,11.688541666666666666666666667,V,8.416916666666666666666666667,V,0.514855,V
2024-03-22,29.267764583333333333333333333,V,45.727863333333333333333333333,V,12.105208333333333333333333333,V,7.3919166666666666666666666667,V,0.7157616666666666666666666667,V
2024-03-23,28.134382083333333333333333333,V,60.167584583333333333333333333,V,7.8875,V,3.8315416666666666666666666667,V,1.0399704166666666666666666667,V
2024-03-24,32.825977916666666666666666667,V,50.471115833333333333333333333,V,8.638541666666666666666666667,V,5.1925416666666666666666666667,V,0.5259783333333333333333333333,V
2024-03-25,25.88010,V,54.445885,V,13.3375,V,7.2111666666666666666666666667,V,0.9205625,V
2024-03-26,36.94443,V,35.503365,V,14.883333333333333333333333333,V,8.665583333333333333333333333,V,0.8439379166666666666666666667,V
2024-03-27,17.94760125,V,67.799057916666666666666666667,V,6.8552083333333333333333333333,V,3.36975,V,0.4348033333333333333333333333,V
2024-03-28,11.861907083333333333333333333,V,76.19000625,V,10.088541666666666666666666667,V,5.1159583333333333333333333333,V,0.7354066666666666666666666667,V
2024-03-29,11.397373333333333333333333333,V,77.272395833333333333333333333,V,8.891666666666666666666666667,V,4.512625,V,0.7327441666666666666666666667,V
2024-03-30,20.065455833333333333333333333,V,67.63898625,V,8.110416666666666666666666667,V,4.5755,V,0.4532195833333333333333333333,V
2024-03-31,32.316577916666666666666666667,V,39.1067125,V,23.291666666666666666666666667,V,16.619625,V,0.785905,V
2024-04-01,13.60868875,V,72.702382916666666666666666667,V,7.959375,V,5.0657916666666666666666666667,V,1.6432654166666666666666666667,V
2024-04-02,15.50211625,V,74.5387025,V,6.3927083333333333333333333333,V,3.408,V,0.5977820833333333333333333333,V
2024-04-03,13.905182916666666666666666667,V,71.081568333333333333333333333,V,5.5895833333333333333333333333,V,2.8479166666666666666666666667,V,0.6124704166666666666666666667,V
2024-04-04,13.089338333333333333333333333,V,75.598225416666666666666666667,V,9.854166666666666666666666667,V,5.8550416666666666666666666667,V,0.7240741666666666666666666667,V
2024-04-05,10.97076375,V,70.378915416666666666666666667,V,12.200,V,6.9910416666666666666666666667,V,0.6382058333333333333333333333,V
2024-04-06,10.412199166666666666666666667,V,81.74747666666666666666666667,V,10.7375,V,5.38925,V,0.8668804166666666666666666667,V
2024-04-07,6.4954145833333333333333333333,V,84.27605625,V,15.288541666666666666666666667,V,8.041541666666666666666666667,V,0.5916995833333333333333333333,V
2024-04-08,15.70395875,V,67.316071428571428571428571429,V,12.082291666666666666666666667,V,6.0347083333333333333333333333,V,1.01432125,V
2024-04-09,19.86693625,V,69.822475833333333333333333333,V,6.6822916666666666666666666667,V,2.9992083333333333333333333333,V,1.7901145833333333333333333333,V
2024-04-10,12.897610416666666666666666667,V,62.127250416666666666666666667,V,9.566666666666666666666666667,V,4.8633333333333333333333333333,V,0.5141316666666666666666666667,V
2024-04-11,11.276754583333333333333333333,V,54.560914583333333333333333333,V,5.8510416666666666666666666667,V,3.3814583333333333333333333333,V,0.70631875,V
2024-04-12,10.974679583333333333333333333,V,60.67829,V,9.10625,V,4.5223333333333333333333333333,V,0.3897983333333333333333333333,V
2024-04-13,11.345747083333333333333333333,V,63.858937083333333333333333333,V,8.321875,V,4.7307083333333333333333333333,V,0.6058083333333333333333333333,V
2024-04-14,19.249671666666666666666666667,V,70.697674166666666666666666667,V,7.927083333333333333333333333,V,3.973,V,0.7523066666666666666666666667,V
2024-04-15,18.646756666666666666666666667,V,74.981498333333333333333333333,V,7.926041666666666666666666667,V,3.1642916666666666666666666667,V,1.1368179166666666666666666667,V
2024-04-16,23.330110833333333333333333333,V,62.164669583333333333333333333,V,7.3020833333333333333333333333,V,3.4621666666666666666666666667,V,0.81288375,V
2024-04-17,27.618022608695652173913043478,V,53.240149166666666666666666667,V,6.875,V,3.0867083333333333333333333333,V,0.8903517391304347826086956522,V
2024-04-18,22.348439166666666666666666667,V,65.232365416666666666666666667,V,7.1708333333333333333333333333,V,3.1632916666666666666666666667,V,0.5842520833333333333333333333,V
2024-04-19,26.34244625,V,52.335155416666666666666666667,V,9.010416666666666666666666667,V,4.4634166666666666666666666667,V,1.1688225,V
2024-04-20,23.672105416666666666666666667,V,59.8515975,V,11.976041666666666666666666667,V,5.862875,V,0.57174,V
2024-04-21,20.310193333333333333333333333,V,62.92137375,V,12.2875,V,5.6456666666666666666666666667,V,0.5269870833333333333333333333,V
2024-04-22,24.768593333333333333333333333,V,59.690833333333333333333333333,V,10.405208333333333333333333333,V,5.3399166666666666666666666667,V,0.9607516666666666666666666667,V
2024-04-23,27.22943625,V,53.673243333333333333333333333,V,9.529166666666666666666666667,V,5.6929583333333333333333333333,V,0.7271770833333333333333333333,V
2024-04-24,27.246852916666666666666666667,V,61.933917083333333333333333333,V,9.495833333333333333333333333,V,4.6747916666666666666666666667,V,0.8567070833333333333333333333,V
2024-04-25,34.776264166666666666666666667,V,48.944543333333333333333333333,V,13.042708333333333333333333333,V,8.045375,V,1.3817441666666666666666666667,V
2024-04-26,27.5671125,V,57.935588333333333333333333333,V,11.251041666666666666666666667,V,7.2789166666666666666666666667,V,0.55064375,V
2024-04-27,19.800981666666666666666666667,V,59.70885,V,8.634375,V,6.2834583333333333333333333333,V,0.504895,V
2024-04-28,20.092947083333333333333333333,V,61.98173125,V,4.5395833333333333333333333333,V,3.1535416666666666666666666667,V,1.25155375,V
2024-04-29,14.858029166666666666666666667,V,77.1975575,V,8.536458333333333333333333333,V,4.7179583333333333333333333333,V,0.4482195833333333333333333333,V
2024-04-30,26.117327083333333333333333333,V,59.72063,V,9.384375,V,5.5129166666666666666666666667,V,0.7542783333333333333333333333,V
2024-05-01,34.873203333333333333333333333,V,42.414169583333333333333333333,V,25.68125,V,16.647083333333333333333333333,V,0.8059458333333333333333333333,V
2024-05-02,29.708815416666666666666666667,V,54.508944166666666666666666667,V,25.557291666666666666666666667,V,19.282708333333333333333333333,V,0.9348533333333333333333333333,V
2024-05-03,18.046864583333333333333333333,V,62.7335825,V,5.9729166666666666666666666667,V,3.4550833333333333333333333333,V,0.4110041666666666666666666667,V
2024-05-04,22.10282875,V,65.819295833333333333333333333,V,8.110416666666666666666666667,V,5.5424166666666666666666666667,V,0.4699779166666666666666666667,V
2024-05-05,24.98396125,V,59.171813333333333333333333333,V,8.616666666666666666666666667,V,6.1615833333333333333333333333,V,0.424105,V
2024-05-06,28.545063333333333333333333333,V,39.328459166666666666666666667,V,13.892708333333333333333333333,V,11.219583333333333333333333333,V,0.98279375,V
2024-05-07,28.661127916666666666666666667,V,59.335350416666666666666666667,V,15.810416666666666666666666667,V,11.747375,V,0.97293125,V
2024-05-08,23.6413625,V,59.597284583333333333333333333,V,19.492708333333333333333333333,V,13.77175,V,0.9833233333333333333333333333,V
2024-05-09,21.317405833333333333333333333,V,78.404678333333333333333333333,V,16.864583333333333333333333333,V,11.662708333333333333333333333,V,0.87951875,V
2024-05-10,37.086647916666666666666666667,V,62.882567916666666666666666667,V,19.355208333333333333333333333,V,11.80025,V,0.9884583333333333333333333333,V
2024-05-11,30.131810416666666666666666667,V,67.1345175,V,28.130208333333333333333333333,V,21.235416666666666666666666667,V,1.0587533333333333333333333333,V
2024-05-12,28.83149875,V,82.31015291666666666666666667,V,22.915625,V,15.50425,V,1.55215125,V
2024-05-13,15.205656666666666666666666667,V,72.807710416666666666666666667,V,12.910416666666666666666666667,V,8.110291666666666666666666667,V,0.55225,V
2024-05-14,20.203071666666666666666666667,V,50.609012083333333333333333333,V,9.450,V,5.989625,V,0.5662320833333333333333333333,V
2024-05-15,21.816510454545454545454545455,V,46.736799583333333333333333333,V,9.189583333333333333333333333,V,5.24275,V,0.4397577272727272727272727273,V
2024-05-16,31.563344166666666666666666667,V,33.465395416666666666666666667,V,14.244791666666666666666666667,V,10.746916666666666666666666667,V,0.9364941666666666666666666667,V
2024-05-17,22.690139166666666666666666667,V,56.634917916666666666666666667,V,9.965625,V,5.9335833333333333333333333333,V,0.76630875,V
2024-05-18,23.71723125,V,57.817785416666666666666666667,V,17.294791666666666666666666667,V,11.615666666666666666666666667,V,0.64239875,V
2024-05-19,17.344295416666666666666666667,V,87.07211541666666666666666667,V,26.811458333333333333333333333,V,13.856166666666666666666666667,V,0.6299541666666666666666666667,V
2024-05-20,18.894213333333333333333333333,V,77.631345833333333333333333333,V,21.241666666666666666666666667,V,11.045583333333333333333333333,V,0.8371529166666666666666666667,V
2024-05-21,23.840617916666666666666666667,V,43.883920416666666666666666667,V,12.68125,V,8.443458333333333333333333333,V,0.5087020833333333333333333333,V
2024-05-22,20.67357125,V,43.803537083333333333333333333,V,10.551041666666666666666666667,V,7.8685,V,0.7367791666666666666666666667,V
2024-05-23,14.117155416666666666666666667,V,56.754105833333333333333333333,V,8.304166666666666666666666667,V,4.436,V,0.63536375,V
2024-05-24,18.568875,V,61.753749583333333333333333333,V,9.583333333333333333333333333,V,5.078625,V,0.9637679166666666666666666667,V
2024-05-25,26.336734166666666666666666667,V,57.746412916666666666666666667,V,12.502083333333333333333333333,V,7.6395416666666666666666666667,V,0.6554425,V
2024-05-26,11.443337083333333333333333333,V,64.213727083333333333333333333,V,6.63125,V,3.9317916666666666666666666667,V,0.5012679166666666666666666667,V
2024-05-27,7.2995641666666666666666666667,V,73.132704583333333333333333333,V,6.640625,V,3.305875,V,0.4752925,V
2024-05-28,13.55534,V,54.00308875,V,8.748958333333333333333333333,V,4.5125833333333333333333333333,V,0.7662733333333333333333333333,V
2024-05-29,15.921372916666666666666666667,V,63.232508333333333333333333333,V,6.8197916666666666666666666667,V,3.42675,V,0.3997258333333333333333333333,V
2024-05-30,25.586265,V,53.326075833333333333333333333,V,7.3239583333333333333333333333,V,3.0237083333333333333333333333,V,0.6292204166666666666666666667,V
2024-05-31,22.646898333333333333333333333,V,51.264544166666666666666666667,V,10.548958333333333333333333333,V,5.6162083333333333333333333333,V,0.66518375,V
2024-06-01,17.521632083333333333333333333,V,58.656950416666666666666666667,V,10.940625,V,6.5724166666666666666666666667,V,1.3466425,V
2024-06-02,19.233033333333333333333333333,V,73.620542916666666666666666667,V,14.476041666666666666666666667,V,9.282666666666666666666666667,V,1.2582625,V
2024-06-03,17.908243333333333333333333333,V,42.073930416666666666666666667,V,8.579166666666666666666666667,V,4.658,V,0.71182875,V
2024-06-04,14.42155,V,43.8950075,V,9.814583333333333333333333333,V,5.3665,V,1.6078708333333333333333333333,V
2024-06-05,20.281784166666666666666666667,V,57.061082916666666666666666667,V,15.6875,V,8.743041666666666666666666667,V,1.7191841666666666666666666667,V
2024-06-06,19.861701666666666666666666667,V,56.277355416666666666666666667,V,16.370833333333333333333333333,V,10.032458333333333333333333333,V,1.4085675,V
2024-06-07,16.385775,V,61.062184583333333333333333333,V,13.332291666666666666666666667,V,7.3998333333333333333333333333,V,0.5020879166666666666666666667,V
2024-06-08,13.963572083333333333333333333,V,59.348515416666666666666666667,V,7.8947916666666666666666666667,V,3.8286666666666666666666666667,V,0.5967858333333333333333333333,V
2024-06-09,16.954089583333333333333333333,V,56.06947,V,8.559375,V,4.6354166666666666666666666667,V,0.8460725,V
2024-06-10,19.2261025,V,47.204542916666666666666666667,V,6.7041666666666666666666666667,V,3.4198333333333333333333333333,V,0.9638641666666666666666666667,V
2024-06-11,24.229933913043478260869565217,V,42.109964583333333333333333333,V,6.5782608695652173913043478261,V,3.5347391304347826086956521739,V,0.5571769565217391304347826087,V
2024-06-12,26.312685,V,51.344928333333333333333333333,V,10.66875,V,6.2490833333333333333333333333,V,0.9322625,V
2024-06-13,13.691267916666666666666666667,V,68.143455416666666666666666667,V,11.053125,V,5.5121666666666666666666666667,V,1.05135125,V
2024-06-14,9.544075416666666666666666667,V,63.097382916666666666666666667,V,7.48125,V,3.4787916666666666666666666667,V,0.9970133333333333333333333333,V
2024-06-15,7.8153783333333333333333333333,V,65.000920416666666666666666667,V,8.765625,V,4.6835833333333333333333333333,V,0.8319808695652173913043478261,V
2024-06-16,8.389265,V,71.380230833333333333333333333,V,9.504166666666666666666666667,V,5.057,V,0.5579508333333333333333333333,V
2024-06-17,10.986885416666666666666666667,V,72.728714583333333333333333333,V,7.4552083333333333333333333333,V,3.5878333333333333333333333333,V,0.5325916666666666666666666667,V
2024-06-18,22.569275,V,58.221082916666666666666666667,V,10.566666666666666666666666667,V,5.4717083333333333333333333333,V,0.57493625,V
2024-06-19,16.765967083333333333333333333,V,63.234588333333333333333333333,V,9.49375,V,4.3277083333333333333333333333,V,0.7643645833333333333333333333,V
2024-06-20,20.842060416666666666666666667,V,59.982566666666666666666666667,V,10.458333333333333333333333333,V,4.454625,V,1.764005,V
2024-06-21,17.383035416666666666666666667,V,79.75454833333333333333333333,V,11.841666666666666666666666667,V,5.6732083333333333333333333333,V,0.9644225,V
2024-06-22,13.044158333333333333333333333,V,62.99344,V,6.753125,V,3.600625,V,0.7604216666666666666666666667,V
2024-06-23,14.52062875,V,61.63386875,V,7.453125,V,4.427125,V,0.5231095833333333333333333333,V
2024-06-24,17.471684583333333333333333333,V,66.673705,V,9.185416666666666666666666667,V,5.1974166666666666666666666667,V,0.4662204166666666666666666667,V
2024-06-25,26.224704166666666666666666667,V,86.37639083333333333333333333,V,13.240625,V,6.9123333333333333333333333333,V,1.0260766666666666666666666667,V
2024-06-26,18.76571125,V,111.91442125,V,18.109375,V,10.932625,V,0.7789116666666666666666666667,V
2024-06-27,12.352449166666666666666666667,V,81.26587541666666666666666667,V,16.535416666666666666666666667,V,8.254833333333333333333333333,V,0.89507875,V
2024-06-28,10.985905833333333333333333333,V,59.44552875,V,12.2125,V,4.7041666666666666666666666667,V,0.7336204166666666666666666667,V
2024-06-29,18.297558333333333333333333333,V,72.73356375,V,11.741666666666666666666666667,V,5.6613333333333333333333333333,V,1.2489583333333333333333333333,V
2024-06-30,12.91607125,V,53.16115375,V,8.223958333333333333333333333,V,4.1460833333333333333333333333,V,1.06136875,V
2024-07-01,15.628899166666666666666666667,V,50.8695625,V,11.382291666666666666666666667,V,4.2885,V,0.6333070833333333333333333333,V
2024-07-02,20.03011625,V,47.618927916666666666666666667,V,10.689583333333333333333333333,V,5.2259583333333333333333333333,V,0.7395008333333333333333333333,V
2024-07-03,16.45578875,V,49.709561666666666666666666667,V,9.40625,V,5.0285416666666666666666666667,V,1.2244565,V
2024-07-04,16.710205833333333333333333333,V,57.40825375,V,13.5875,V,5.029625,V,0.6303708333333333333333333333,V
2024-07-05,11.350690416666666666666666667,V,39.139282083333333333333333333,V,6.4489583333333333333333333333,V,3.467,V,0.7829675,V
2024-07-06,16.239935833333333333333333333,V,44.227624166666666666666666667,V,4.1510416666666666666666666667,V,2.0794166666666666666666666667,V,0.7439083333333333333333333333,V
2024-07-07,8.619332916666666666666666667,V,52.026792083333333333333333333,V,6.8583333333333333333333333333,V,3.2675833333333333333333333333,V,0.5113808333333333333333333333,V
2024-07-08,16.83757125,V,43.210370416666666666666666667,V,6.7010416666666666666666666667,V,3.5171666666666666666666666667,V,0.9837045833333333333333333333,V
2024-07-09,20.042500833333333333333333333,V,31.525825,V,7.8260416666666666666666666667,V,4.4722916666666666666666666667,V,0.5695125,V
2024-07-10,9.841703333333333333333333333,V,59.473248333333333333333333333,V,6.2510416666666666666666666667,V,2.5805833333333333333333333333,V,0.85835625,V
2024-07-11,17.352668695652173913043478261,V,51.953337916666666666666666667,V,8.046875,V,3.847375,V,0.6262418181818181818181818182,V
2024-07-12,17.037039166666666666666666667,V,45.41950,V,9.658333333333333333333333333,V,4.90475,V,0.6952729166666666666666666667,V
2024-07-13,15.756434583333333333333333333,V,49.837064583333333333333333333,V,6.78125,V,4.0497083333333333333333333333,V,0.6349120833333333333333333333,V
2024-07-14,12.048644583333333333333333333,V,62.057955416666666666666666667,V,6.7385416666666666666666666667,V,4.2551666666666666666666666667,V,0.4640620833333333333333333333,V
2024-07-15,26.858139583333333333333333333,V,51.812670416666666666666666667,V,10.002083333333333333333333333,V,5.545375,V,1.2018979166666666666666666667,V
2024-07-16,15.660512916666666666666666667,V,58.979865,V,7.5416666666666666666666666667,V,3.8492916666666666666666666667,V,1.01640125,V
